TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,PUBLICO_TOTAL,PAIS_OBRA,Contagem,TIPO_OBRA,Publico_Total,TITULO_ORIGINAL,PUBLICO_TOTAL,PUBLICO_NIVEL,TITULO_ORIGINAL,RENDA_TOTAL,TITULO_ORIGINAL,DATA_LANCAMENTO_OBRA,MES_LANCAMENTO,RAZAO_SOCIAL_DISTRIBUIDORA,NOME_DISTRIBUIDORA
"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU",FICÇÃO,BRASIL,22984.0,,,,,"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU",22984,Alto,"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU",,"PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU",2022-12-08,12,WMIX DISTRIBUIDORA LTDA.,WMIX
NA RÉDEA CURTA,FICÇÃO,BRASIL,10627.0,,,,,NA RÉDEA CURTA,10627,Alto,NA RÉDEA CURTA,,NA RÉDEA CURTA,2022-12-01,12,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
PEQUENOS GUERREIROS,FICÇÃO,BRASIL,1669.0,,,,,PEQUENOS GUERREIROS,1669,Alto,PEQUENOS GUERREIROS,,PEQUENOS GUERREIROS,2022-12-01,12,SEREIA DISTRIBUIÇÃO DE FILMES LTDA,SEREIA
SERIAL KELLY,FICÇÃO,BRASIL,2476.0,,,,,SERIAL KELLY,2476,Alto,SERIAL KELLY,,SERIAL KELLY,2022-11-24,11,VITRINE FILMES LTDA,VITRINE
NADA É POR ACASO,FICÇÃO,BRASIL,149091.0,,,,,NADA É POR ACASO,149091,Alto,NADA É POR ACASO,,NADA É POR ACASO,2022-11-17,11,WMIX DISTRIBUIDORA LTDA.,WMIX
A MÃE,FICÇÃO,BRASIL,1951.0,,,,,A MÃE,1951,Alto,A MÃE,,A MÃE,2022-11-10,11,IVAN CARLOS DE MELO PRODUÇÕES CULTURAIS,IVAN
ABESTALHADOS 2,FICÇÃO,BRASIL,2004.0,,,,,ABESTALHADOS 2,2004,Alto,ABESTALHADOS 2,,ABESTALHADOS 2,2022-10-27,10,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
BEM-VINDA A QUIXERAMOBIM,FICÇÃO,BRASIL,73426.0,,,,,BEM-VINDA A QUIXERAMOBIM,73426,Alto,BEM-VINDA A QUIXERAMOBIM,,BEM-VINDA A QUIXERAMOBIM,2022-10-13,10,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
DUETTO,FICÇÃO,BRASIL,2771.0,,,,,DUETTO,2771,Alto,DUETTO,,DUETTO,2022-09-29,9,WMIX DISTRIBUIDORA LTDA.,WMIX
"LIMA BARRETO, AO TERCEIRO DIA",FICÇÃO,BRASIL,1233.0,,,,,"LIMA BARRETO, AO TERCEIRO DIA",1233,Alto,"LIMA BARRETO, AO TERCEIRO DIA",,"LIMA BARRETO, AO TERCEIRO DIA",2022-09-29,9,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,PIPA
SISTEMA BRUTO,FICÇÃO,BRASIL,3834.0,,,,,SISTEMA BRUTO,3834,Alto,SISTEMA BRUTO,,SISTEMA BRUTO,2022-09-29,9,DO 2 DISTRIBUIDORA DE FILMES E MIDIAS EIRELI,DO
ACAMPAMENTO INTERGALÁCTICO,FICÇÃO,BRASIL,29164.0,,,,,ACAMPAMENTO INTERGALÁCTICO,29164,Alto,ACAMPAMENTO INTERGALÁCTICO,,ACAMPAMENTO INTERGALÁCTICO,2022-09-22,9,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,SYNAPSE
"EIKE, TUDO OU NADA",FICÇÃO,BRASIL,18297.0,,,,,"EIKE, TUDO OU NADA",18297,Alto,"EIKE, TUDO OU NADA",,"EIKE, TUDO OU NADA",2022-09-22,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
OS SUBURBANOS - O FILME,FICÇÃO,BRASIL,85037.0,,,,,OS SUBURBANOS - O FILME,85037,Alto,OS SUBURBANOS - O FILME,,OS SUBURBANOS - O FILME,2022-09-22,9,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
MINHA FAMILIA PERFEITA,FICÇÃO,BRASIL,29995.0,,,,,MINHA FAMILIA PERFEITA,29995,Alto,MINHA FAMILIA PERFEITA,,MINHA FAMILIA PERFEITA,2022-09-08,9,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ,FICÇÃO,BRASIL,269362.0,,,,,PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ,269362,Alto,PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ,,PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ,2022-09-01,9,WMIX DISTRIBUIDORA LTDA.,WMIX
ASSALTO NA PAULISTA,FICÇÃO,BRASIL,1999.0,,,,,ASSALTO NA PAULISTA,1999,Alto,ASSALTO NA PAULISTA,,ASSALTO NA PAULISTA,2022-08-25,8,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,KINOSCÓPIO
CANO SERRADO,FICÇÃO,BRASIL,1150.0,,,,,CANO SERRADO,1150,Alto,CANO SERRADO,,CANO SERRADO,2022-08-25,8,H2O DISTRIBUIDORA DE FILMES LTDA,H2O
MARTE UM,FICÇÃO,BRASIL,103961.0,,,,,MARTE UM,103961,Alto,MARTE UM,,MARTE UM,2022-08-25,8,EMBAUBA FILMES LTDA,EMBAUBA
O DEBATE,FICÇÃO,BRASIL,4415.0,,,,,O DEBATE,4415,Alto,O DEBATE,,O DEBATE,2022-08-25,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
45 DO SEGUNDO TEMPO,FICÇÃO,BRASIL,27285.0,,,,,45 DO SEGUNDO TEMPO,27285,Alto,45 DO SEGUNDO TEMPO,,45 DO SEGUNDO TEMPO,2022-08-18,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
PACIFIED,FICÇÃO,BRASIL,1074.0,,,,,PACIFIED,1074,Alto,PACIFIED,,PACIFIED,2022-08-11,8,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
PAPAI É POP,FICÇÃO,BRASIL,51330.0,,,,,PAPAI É POP,51330,Alto,PAPAI É POP,,PAPAI É POP,2022-08-11,8,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,GALERIA
DE REPENTE DRAG,FICÇÃO,BRASIL,1108.0,,,,,DE REPENTE DRAG,1108,Alto,DE REPENTE DRAG,,DE REPENTE DRAG,2022-08-04,8,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
O PALESTRANTE,FICÇÃO,BRASIL,125868.0,,,,,O PALESTRANTE,125868,Alto,O PALESTRANTE,,O PALESTRANTE,2022-08-04,8,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
AOS NOSSOS FILHOS,FICÇÃO,BRASIL,6205.0,,,,,AOS NOSSOS FILHOS,6205,Alto,AOS NOSSOS FILHOS,,AOS NOSSOS FILHOS,2022-07-28,7,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
ELA E EU,FICÇÃO,BRASIL,2260.0,,,,,ELA E EU,2260,Alto,ELA E EU,,ELA E EU,2022-07-21,7,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
"PLUFT, O FANTASMINHA",FICÇÃO,BRASIL,127619.0,,,,,"PLUFT, O FANTASMINHA",127619,Alto,"PLUFT, O FANTASMINHA",,"PLUFT, O FANTASMINHA",2022-07-21,7,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
OS PRIMEIROS SOLDADOS,FICÇÃO,BRASIL,4454.0,,,,,OS PRIMEIROS SOLDADOS,4454,Alto,OS PRIMEIROS SOLDADOS,,OS PRIMEIROS SOLDADOS,2022-07-07,7,OLHAR DISTRIBUICAO DE FILMES LTDA,OLHAR
AS VERDADES,FICÇÃO,BRASIL,1609.0,,,,,AS VERDADES,1609,Alto,AS VERDADES,,AS VERDADES,2022-06-30,6,GULLANE ENTRETENIMENTO S.A.,GULLANE
CARRO REI,FICÇÃO,BRASIL,1181.0,,,,,CARRO REI,1181,Alto,CARRO REI,,CARRO REI,2022-06-30,6,BOULEVARD FILMES LTDA,BOULEVARD
SEGUINDO TODOS OS PROTOCOLOS,FICÇÃO,BRASIL,1656.0,,,,,SEGUINDO TODOS OS PROTOCOLOS,1656,Alto,SEGUINDO TODOS OS PROTOCOLOS,,SEGUINDO TODOS OS PROTOCOLOS,2022-06-30,6,VITRINE FILMES LTDA,VITRINE
UMA PITADA DE SORTE,FICÇÃO,BRASIL,86448.0,,,,,UMA PITADA DE SORTE,86448,Alto,UMA PITADA DE SORTE,,UMA PITADA DE SORTE,2022-06-23,6,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
A SUSPEITA,FICÇÃO,BRASIL,7518.0,,,,,A SUSPEITA,7518,Alto,A SUSPEITA,,A SUSPEITA,2022-06-16,6,WMIX DISTRIBUIDORA LTDA.,WMIX
UM BROTO LEGAL,FICÇÃO,BRASIL,1760.0,,,,,UM BROTO LEGAL,1760,Alto,UM BROTO LEGAL,,UM BROTO LEGAL,2022-06-16,6,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
AMADO,FICÇÃO,BRASIL,1303.0,,,,,AMADO,1303,Alto,AMADO,,AMADO,2022-06-09,6,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
A FELICIDADE DAS COISAS,FICÇÃO,BRASIL,1455.0,,,,,A FELICIDADE DAS COISAS,1455,Alto,A FELICIDADE DAS COISAS,,A FELICIDADE DAS COISAS,2022-05-19,5,EMBAUBA FILMES LTDA,EMBAUBA
AMIGOS DE RISCO,FICÇÃO,BRASIL,1004.0,,,,,AMIGOS DE RISCO,1004,Alto,AMIGOS DE RISCO,,AMIGOS DE RISCO,2022-05-19,5,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,INQUIETA
O PAI DA RITA,FICÇÃO,BRASIL,1210.0,,,,,O PAI DA RITA,1210,Alto,O PAI DA RITA,,O PAI DA RITA,2022-05-19,5,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2
PUREZA,FICÇÃO,BRASIL,16799.0,,,,,PUREZA,16799,Alto,PUREZA,,PUREZA,2022-05-19,5,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
QUATRO AMIGAS NUMA FRIA,FICÇÃO,BRASIL,14241.0,,,,,QUATRO AMIGAS NUMA FRIA,14241,Alto,QUATRO AMIGAS NUMA FRIA,,QUATRO AMIGAS NUMA FRIA,2022-05-19,5,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,FICÇÃO,BRASIL,429999.0,,,,,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,429999,Alto,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,,DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO,2022-04-28,4,SM DISTRIBUIDORA DE FILMES LTDA,SM
INCOMPATÍVEL,FICÇÃO,BRASIL,1977.0,,,,,INCOMPATÍVEL,1977,Alto,INCOMPATÍVEL,,INCOMPATÍVEL,2022-04-28,4,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
MEDIDA PROVISÓRIA,FICÇÃO,BRASIL,471858.0,,,,,MEDIDA PROVISÓRIA,471858,Alto,MEDIDA PROVISÓRIA,,MEDIDA PROVISÓRIA,2022-04-14,4,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
O TRAIDOR,FICÇÃO,BRASIL,3127.0,,,,,O TRAIDOR,3127,Alto,O TRAIDOR,,O TRAIDOR,2022-04-14,4,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
ALEMÃO 2,FICÇÃO,BRASIL,39952.0,,,,,ALEMÃO 2,39952,Alto,ALEMÃO 2,,ALEMÃO 2,2022-03-31,3,VITRINE FILMES LTDA,VITRINE
ME TIRA DA MIRA,FICÇÃO,BRASIL,36375.0,,,,,ME TIRA DA MIRA,36375,Alto,ME TIRA DA MIRA,,ME TIRA DA MIRA,2022-03-24,3,WMIX DISTRIBUIDORA LTDA.,WMIX
VALE NIGHT,FICÇÃO,BRASIL,10844.0,,,,,VALE NIGHT,10844,Alto,VALE NIGHT,,VALE NIGHT,2022-03-17,3,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
A JAULA,FICÇÃO,BRASIL,22967.0,,,,,A JAULA,22967,Alto,A JAULA,,A JAULA,2022-02-17,2,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
TÔ RYCA! 2,FICÇÃO,BRASIL,522782.0,,,,,TÔ RYCA! 2,522782,Alto,TÔ RYCA! 2,,TÔ RYCA! 2,2022-02-03,2,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
FORTALEZA HOTEL,FICÇÃO,BRASIL,1321.0,,,,,FORTALEZA HOTEL,1321,Alto,FORTALEZA HOTEL,,FORTALEZA HOTEL,2022-01-27,1,VITRINE FILMES LTDA,VITRINE
JUNTOS E ENROLADOS,FICÇÃO,BRASIL,250131.0,,,,,JUNTOS E ENROLADOS,250131,Alto,JUNTOS E ENROLADOS,,JUNTOS E ENROLADOS,2022-01-13,1,WMIX DISTRIBUIDORA LTDA.,WMIX
EDUARDO E MÔNICA,FICÇÃO,BRASIL,406064.0,,,,,EDUARDO E MÔNICA,406064,Alto,EDUARDO E MÔNICA,,EDUARDO E MÔNICA,2022-01-01,1,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
"PIXINGUINHA, UM HOMEM CARINHOSO",FICÇÃO,BRASIL,5995.0,,,,,"PIXINGUINHA, UM HOMEM CARINHOSO",5995,Alto,"PIXINGUINHA, UM HOMEM CARINHOSO",,"PIXINGUINHA, UM HOMEM CARINHOSO",2022-01-01,1,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
TURMA DA MÔNICA: LIÇÕES,FICÇÃO,BRASIL,822617.0,,,,,TURMA DA MÔNICA: LIÇÕES,822617,Alto,TURMA DA MÔNICA: LIÇÕES,,TURMA DA MÔNICA: LIÇÕES,2021-12-30,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
SELVAGEM,FICÇÃO,BRASIL,1076.0,,,,,SELVAGEM,1076,Alto,SELVAGEM,,SELVAGEM,2021-12-02,12,PIETÀ FILMES E PRODUÇÕES LTDA EPP,PIETÀ
A SOGRA PERFEITA,FICÇÃO,BRASIL,66466.0,,,,,A SOGRA PERFEITA,66466,Alto,A SOGRA PERFEITA,,A SOGRA PERFEITA,2021-11-25,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
DESERTO PARTICULAR,FICÇÃO,BRASIL,9141.0,,,,,DESERTO PARTICULAR,9141,Alto,DESERTO PARTICULAR,,DESERTO PARTICULAR,2021-11-25,11,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
MARIGHELLA,FICÇÃO,BRASIL,327976.0,,,,,MARIGHELLA,327976,Alto,MARIGHELLA,,MARIGHELLA,2021-11-04,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
CABEÇA DE NÊGO,FICÇÃO,BRASIL,2203.0,,,,,CABEÇA DE NÊGO,2203,Alto,CABEÇA DE NÊGO,,CABEÇA DE NÊGO,2021-10-21,10,CORTE SECO FILMES LTDA,CORTE
AMARRAÇÃO DO AMOR,FICÇÃO,BRASIL,25802.0,,,,,AMARRAÇÃO DO AMOR,25802,Alto,AMARRAÇÃO DO AMOR,,AMARRAÇÃO DO AMOR,2021-10-14,10,SM DISTRIBUIDORA DE FILMES LTDA,SM
GAROTA DA MOTO,FICÇÃO,BRASIL,2894.0,,,,,GAROTA DA MOTO,2894,Alto,GAROTA DA MOTO,,GAROTA DA MOTO,2021-09-23,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
O SILÊNCIO DA CHUVA,FICÇÃO,BRASIL,1666.0,,,,,O SILÊNCIO DA CHUVA,1666,Alto,O SILÊNCIO DA CHUVA,,O SILÊNCIO DA CHUVA,2021-09-23,9,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
REAÇÃO EM CADEIA,FICÇÃO,BRASIL,3204.0,,,,,REAÇÃO EM CADEIA,3204,Alto,REAÇÃO EM CADEIA,,REAÇÃO EM CADEIA,2021-09-16,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
KING KONG EM ASUNCIÓN,FICÇÃO,BRASIL,1012.0,,,,,KING KONG EM ASUNCIÓN,1012,Alto,KING KONG EM ASUNCIÓN,,KING KONG EM ASUNCIÓN,2021-09-02,9,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,LUDWIG
DOIS MAIS DOIS,FICÇÃO,BRASIL,14442.0,,,,,DOIS MAIS DOIS,14442,Alto,DOIS MAIS DOIS,,DOIS MAIS DOIS,2021-08-12,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
ABE,FICÇÃO,BRASIL,3610.0,,,,,ABE,3610,Alto,ABE,,ABE,2021-08-05,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
DOUTOR GAMA,FICÇÃO,BRASIL,5546.0,,,,,DOUTOR GAMA,5546,Alto,DOUTOR GAMA,,DOUTOR GAMA,2021-08-05,8,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
PIEDADE,FICÇÃO,BRASIL,7427.0,,,,,PIEDADE,7427,Alto,PIEDADE,,PIEDADE,2021-08-05,8,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,LUDWIG
CORRENDO POR UM SONHO,FICÇÃO,BRASIL,5346.0,,,,,CORRENDO POR UM SONHO,5346,Alto,CORRENDO POR UM SONHO,,CORRENDO POR UM SONHO,2021-06-24,6,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
VENEZA,FICÇÃO,BRASIL,7478.0,,,,,VENEZA,7478,Alto,VENEZA,,VENEZA,2021-06-17,6,WMIX DISTRIBUIDORA LTDA.,WMIX
ACQUA MOVIE,FICÇÃO,BRASIL,1209.0,,,,,ACQUA MOVIE,1209,Alto,ACQUA MOVIE,,ACQUA MOVIE,2021-06-10,6,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
MISSÃO CUPIDO,FICÇÃO,BRASIL,1183.0,,,,,MISSÃO CUPIDO,1183,Alto,MISSÃO CUPIDO,,MISSÃO CUPIDO,2021-06-10,6,H2O DISTRIBUIDORA DE FILMES LTDA,H2O
QUEM VAI FICAR COM MÁRIO,FICÇÃO,BRASIL,13822.0,,,,,QUEM VAI FICAR COM MÁRIO,13822,Alto,QUEM VAI FICAR COM MÁRIO,,QUEM VAI FICAR COM MÁRIO,2021-06-10,6,SM DISTRIBUIDORA DE FILMES LTDA,SM
ARIANO APRESENTA: O AUTO DA BOA MENTIRA,FICÇÃO,BRASIL,11735.0,,,,,ARIANO APRESENTA: O AUTO DA BOA MENTIRA,11735,Alto,ARIANO APRESENTA: O AUTO DA BOA MENTIRA,,ARIANO APRESENTA: O AUTO DA BOA MENTIRA,2021-04-29,4,WMIX DISTRIBUIDORA LTDA.,WMIX
LUCICREIDE VAI PRA MARTE,FICÇÃO,BRASIL,14826.0,,,,,LUCICREIDE VAI PRA MARTE,14826,Alto,LUCICREIDE VAI PRA MARTE,,LUCICREIDE VAI PRA MARTE,2021-03-18,3,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
DEPOIS A LOUCA SOU EU,FICÇÃO,BRASIL,13111.0,,,,,DEPOIS A LOUCA SOU EU,13111,Alto,DEPOIS A LOUCA SOU EU,,DEPOIS A LOUCA SOU EU,2021-02-25,2,SM DISTRIBUIDORA DE FILMES LTDA,SM
DENTE POR DENTE,FICÇÃO,BRASIL,6593.0,,,,,DENTE POR DENTE,6593,Alto,DENTE POR DENTE,,DENTE POR DENTE,2021-01-28,1,VITRINE FILMES LTDA,VITRINE
UM TIO QUASE PERFEITO 2,FICÇÃO,BRASIL,77934.0,,,,,UM TIO QUASE PERFEITO 2,77934,Alto,UM TIO QUASE PERFEITO 2,,UM TIO QUASE PERFEITO 2,2021-01-07,1,H2O DISTRIBUIDORA DE FILMES LTDA,H2O
10 HORAS PARA O NATAL,FICÇÃO,BRASIL,31313.0,,,,,10 HORAS PARA O NATAL,31313,Alto,10 HORAS PARA O NATAL,,10 HORAS PARA O NATAL,2020-12-10,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
M8,FICÇÃO,BRASIL,8991.0,,,,,M8,8991,Alto,M8,,M8,2020-12-03,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
PACARRETE,FICÇÃO,BRASIL,4511.0,,,,,PACARRETE,4511,Alto,PACARRETE,,PACARRETE,2020-11-26,11,VITRINE FILMES LTDA,VITRINE
O BARCO,FICÇÃO,BRASIL,1085.0,,,,,O BARCO,1085,Alto,O BARCO,,O BARCO,2020-11-05,11,SEREIA DISTRIBUIÇÃO DE FILMES LTDA,SEREIA
SOLTEIRA QUASE SURTANDO,FICÇÃO,BRASIL,20499.0,,,,,SOLTEIRA QUASE SURTANDO,20499,Alto,SOLTEIRA QUASE SURTANDO,,SOLTEIRA QUASE SURTANDO,2020-03-12,3,LAERCIO BOGNAR ANTONIO EIRELI,LAERCIO
FIM DE FESTA,FICÇÃO,BRASIL,5770.0,,,,,FIM DE FESTA,5770,Alto,FIM DE FESTA,,FIM DE FESTA,2020-03-05,3,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
MEIO IRMÃO,FICÇÃO,BRASIL,1236.0,,,,,MEIO IRMÃO,1236,Alto,MEIO IRMÃO,,MEIO IRMÃO,2020-03-05,3,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2
VOU NADAR ATÉ VOCÊ,FICÇÃO,BRASIL,1076.0,,,,,VOU NADAR ATÉ VOCÊ,1076,Alto,VOU NADAR ATÉ VOCÊ,,VOU NADAR ATÉ VOCÊ,2020-03-05,3,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
JOVENS POLACAS,FICÇÃO,BRASIL,2771.0,,,,,JOVENS POLACAS,2771,Alto,JOVENS POLACAS,,JOVENS POLACAS,2020-02-27,2,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,PIPA
TARDE PARA MORIR JOVEN,FICÇÃO,BRASIL,2116.0,,,,,TARDE PARA MORIR JOVEN,2116,Alto,TARDE PARA MORIR JOVEN,,TARDE PARA MORIR JOVEN,2020-02-27,2,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
A DIVISÃO - O FILME,FICÇÃO,BRASIL,7472.0,,,,,A DIVISÃO - O FILME,7472,Alto,A DIVISÃO - O FILME,,A DIVISÃO - O FILME,2020-02-07,2,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
AÇUCAR,FICÇÃO,BRASIL,3228.0,,,,,AÇUCAR,3228,Alto,AÇUCAR,,AÇUCAR,2020-01-30,1,BOULEVARD FILMES LTDA,BOULEVARD
O MELHOR VERÃO DAS NOSSAS VIDAS,FICÇÃO,BRASIL,38043.0,,,,,O MELHOR VERÃO DAS NOSSAS VIDAS,38043,Alto,O MELHOR VERÃO DAS NOSSAS VIDAS,,O MELHOR VERÃO DAS NOSSAS VIDAS,2020-01-23,1,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,GALERIA
MINHA MÃE É UMA PEÇA 3,FICÇÃO,BRASIL,10936882.0,,,,,MINHA MÃE É UMA PEÇA 3,10936882,Alto,MINHA MÃE É UMA PEÇA 3,,MINHA MÃE É UMA PEÇA 3,2019-12-26,12,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
O JUÍZO,FICÇÃO,BRASIL,11561.0,,,,,O JUÍZO,11561,Alto,O JUÍZO,,O JUÍZO,2019-12-05,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
CARCEREIROS - O FILMES,FICÇÃO,BRASIL,193717.0,,,,,CARCEREIROS - O FILMES,193717,Alto,CARCEREIROS - O FILMES,,CARCEREIROS - O FILMES,2019-11-28,11,WMIX DISTRIBUIDORA LTDA.,WMIX
OS PARÇAS 2,FICÇÃO,BRASIL,1312134.0,,,,,OS PARÇAS 2,1312134,Alto,OS PARÇAS 2,,OS PARÇAS 2,2019-11-28,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
RECIFE ASSOMBRADO - FILME,FICÇÃO,BRASIL,5812.0,,,,,RECIFE ASSOMBRADO - FILME,5812,Alto,RECIFE ASSOMBRADO - FILME,,RECIFE ASSOMBRADO - FILME,2019-11-21,11,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
AZOUGUE NAZARÉ,FICÇÃO,BRASIL,4881.0,,,,,AZOUGUE NAZARÉ,4881,Alto,AZOUGUE NAZARÉ,,AZOUGUE NAZARÉ,2019-11-14,11,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,INQUIETA
INTRUSO,FICÇÃO,BRASIL,4113.0,,,,,INTRUSO,4113,Alto,INTRUSO,,INTRUSO,2019-10-31,10,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,PIPA
MARIA DO CARITÓ,FICÇÃO,BRASIL,40922.0,,,,,MARIA DO CARITÓ,40922,Alto,MARIA DO CARITÓ,,MARIA DO CARITÓ,2019-10-31,10,WMIX DISTRIBUIDORA LTDA.,WMIX
A NOITE AMARELA,FICÇÃO,BRASIL,1824.0,,,,,A NOITE AMARELA,1824,Alto,A NOITE AMARELA,,A NOITE AMARELA,2019-10-10,10,VITRINE FILMES LTDA,VITRINE
EU SINTO MUITO,FICÇÃO,BRASIL,2860.0,,,,,EU SINTO MUITO,2860,Alto,EU SINTO MUITO,,EU SINTO MUITO,2019-10-10,10,ELO AUDIOVISUAL SERVIÇOS LTDA,ELO
GRETA,FICÇÃO,BRASIL,8709.0,,,,,GRETA,8709,Alto,GRETA,,GRETA,2019-10-10,10,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
LUNA,FICÇÃO,BRASIL,1018.0,,,,,LUNA,1018,Alto,LUNA,,LUNA,2019-10-10,10,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,CINEMATOGRÁFICA
MORTO NÃO FALA,FICÇÃO,BRASIL,26574.0,,,,,MORTO NÃO FALA,26574,Alto,MORTO NÃO FALA,,MORTO NÃO FALA,2019-10-10,10,PAGU DISTRIBUICAO DE FILMES LTDA.,PAGU
A FERA NA SELVA,FICÇÃO,BRASIL,3119.0,,,,,A FERA NA SELVA,3119,Alto,A FERA NA SELVA,,A FERA NA SELVA,2019-10-03,10,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2
DOMINGO,FICÇÃO,BRASIL,2684.0,,,,,DOMINGO,2684,Alto,DOMINGO,,DOMINGO,2019-10-03,10,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,LUDWIG
"ELA DISSE, ELE DISSE",FICÇÃO,BRASIL,245004.0,,,,,"ELA DISSE, ELE DISSE",245004,Alto,"ELA DISSE, ELE DISSE",,"ELA DISSE, ELE DISSE",2019-10-03,10,WMIX DISTRIBUIDORA LTDA.,WMIX
